통합ID	권역	정류장명(원본명 기준)	대표명(끝 번호 제거)	원본 항목 수	유형	주소	주소 여부	카카오맵 그룹	원본 URL	중복 검토ID	검토 상태	원본 별칭
ST-G-071	고북	사기정미소_478	사기정미소	1	지점	충남 서산시 고북면 사기리 257-7	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-027	유사표기 검토	사기정미소_478
ST-G-072	고북	산직마을_2459	산직마을	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	산직마을_2459
ST-G-073	고북	신남정리_211	신남정리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신남정리_211
ST-G-074	고북	신상1리 경로당(마을회관)_66	신상1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상1리 경로당(마을회관)_66
ST-G-075	고북	신상2리 경로당(마을회관)_96-2	신상2리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상2리 경로당(마을회관)_96-2
ST-G-076	고북	신상2리_57	신상2리	1	지점	충남 서산시 고북면 신상리 37-14	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-015	유사표기 검토	신상2리_57
ST-G-077	고북	신상2리_94	신상2리	1	지점	충남 서산시 고북면 신상리 1153-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-015	유사표기 검토	신상2리_94
ST-G-078	고북	신상2리_189	신상2리	1	지점	충남 서산시 고북면 신상리 421-4	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-015	유사표기 검토	신상2리_189
ST-G-079	고북	신상2리.중앙교회앞_129	신상2리.중앙교회앞	1	지점	충남 서산시 고북면 신상리 1081-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상2리.중앙교회앞_129
ST-G-080	고북	신상2리회관_95	신상2리회관	1	지점	충남 서산시 고북면 신상리 1380	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상2리회관_95
ST-G-081	고북	신상3리 경로당(마을회관)_39	신상3리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상3리 경로당(마을회관)_39
ST-G-082	고북	신상3리_11	신상3리	1	지점	서산시 고북면 신상리 755	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상3리_11
ST-G-083	고북	신상리_77-18	신상리	1	지점	충남 서산시 고북면 신상리 316-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_77-18
ST-G-084	고북	신상리_212	신상리	1	지점	충남 서산시 고북면 신상리 1382	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_212
ST-G-085	고북	신상리_2255	신상리	1	지점	14246 서산시 고북면 신상리 산 96-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_2255
ST-G-086	고북	신상리_2278	신상리	1	지점	충남 서산시 고북면 신상리 308-5	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_2278
ST-G-087	고북	신상리_2284	신상리	1	지점	충남 서산시 고북면 신상리 3330	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_2284
ST-G-088	고북	신상리_2339	신상리	1	지점	충남 서산시 고북면 신상리 123-4	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_2339
ST-G-089	고북	신상리_2350-1	신상리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-006	유사표기 검토	신상리_2350-1
ST-G-090	고북	신상중앙교회앞_136	신상중앙교회앞	1	지점	충남 서산시 고북면 신상리 770-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신상중앙교회앞_136
ST-G-091	고북	신송1리 경로당(마을회관)_12	신송1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신송1리 경로당(마을회관)_12
ST-G-092	고북	신송1리_45	신송1리	1	지점	충남 서산시 고북면 신송리 753-2	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-016	유사표기 검토	신송1리_45
ST-G-093	고북	신송1리_46	신송1리	1	지점	충남 서산시 고북면 신송리 840	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-016	유사표기 검토	신송1리_46
ST-G-094	고북	신송1리_136	신송1리	1	지점	서산시 고북면 신송리 628-2	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-016	유사표기 검토	신송1리_136
ST-G-095	고북	신송2리 경로당(마을회관)_156	신송2리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신송2리 경로당(마을회관)_156
ST-G-096	고북	신송2리_59	신송2리	1	지점	충남 서산시 고북면 신송리 519-13	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_59
ST-G-097	고북	신송2리_60	신송2리	1	지점	충남 서산시 고북면 신송리 519-12	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_60
ST-G-098	고북	신송2리_91	신송2리	1	지점	충남 서산시 고북면 신송리 288-3	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_91
ST-G-099	고북	신송2리_92	신송2리	1	지점	충남 서산시 고북면 신송리 288-11	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_92
ST-G-100	고북	신송2리_99	신송2리	1	지점	충남 서산시 고북면 가구리 467-32	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_99
ST-G-101	고북	신송2리_100	신송2리	1	지점	충남 서산시 고북면 가구리 467-27	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_100
ST-G-102	고북	신송2리_130	신송2리	1	지점	충남 서산시 고북면 신송리 220-3	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_130
ST-G-103	고북	신송2리_131	신송2리	1	지점	충남 서산시 고북면 신송리 223-5	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_131
ST-G-104	고북	신송2리_158	신송2리	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_158
ST-G-105	고북	신송2리_167	신송2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_167
ST-G-106	고북	신송2리_168	신송2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-001	유사표기 검토	신송2리_168
ST-G-107	고북	신정1리 경로당_73	신정1리 경로당	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신정1리 경로당_73
ST-G-108	고북	신정1리 마을회관_210-58	신정1리 마을회관	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신정1리 마을회관_210-58
ST-G-109	고북	신정1리_203	신정1리	1	지점	14305	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-028	유사표기 검토	신정1리_203
ST-G-110	고북	신정1리_204	신정1리	1	지점	14306	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-028	유사표기 검토	신정1리_204
ST-G-111	고북	신정2리 경로당(마을회관)_114	신정2리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	신정2리 경로당(마을회관)_114
ST-G-112	고북	신정2리_33	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_33
ST-G-113	고북	신정2리_34	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_34
ST-G-114	고북	신정2리_97	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_97
ST-G-115	고북	신정2리_98	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_98
ST-G-116	고북	신정2리_123	신정2리	1	지점	충남 서산시 고북면 신정리 277-11	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_123
ST-G-117	고북	신정2리_145	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_145
ST-G-118	고북	신정2리_148	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_148
ST-G-119	고북	신정2리_275	신정2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-004	유사표기 검토	신정2리_275
ST-G-120	고북	신정리_156	신정리	1	지점	충남 서산시 고북면 신상리 1382	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-008	유사표기 검토	신정리_156
ST-G-121	고북	신정리_236	신정리	1	지점	충남 서산시 고북면 남정리 1009-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-008	유사표기 검토	신정리_236
ST-G-122	고북	신정리_353	신정리	1	지점	충남 서산시 고북면 신정리 31-13	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-008	유사표기 검토	신정리_353
ST-G-123	고북	신정리_354	신정리	1	지점	충남 서산시 고북면 신정리 1290	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-008	유사표기 검토	신정리_354
ST-G-124	고북	신정리_391	신정리	1	지점	충남 서산시 고북면 신정리 72-5	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-008	유사표기 검토	신정리_391
ST-G-125	고북	신정리_392	신정리	1	지점	충남 서산시 고북면 신정리 72-12	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-008	유사표기 검토	신정리_392
ST-G-126	고북	양천1리 경로당(마을회관)_17	양천1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	양천1리 경로당(마을회관)_17
ST-G-127	고북	양천1리_1-15	양천1리	1	지점	충남 서산시 고북면 양천리 199-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_1-15
ST-G-128	고북	양천1리_2	양천1리	1	지점	충남 서산시 고북면 정자리 1-50	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_2
ST-G-129	고북	양천1리_50	양천1리	1	지점	충남 서산시 고북면 신기1길 1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_50
ST-G-130	고북	양천1리_57	양천1리	1	지점	충남 서산시 고북면 신송리 841	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_57
ST-G-131	고북	양천1리_58	양천1리	1	지점	서산시 고북면 신송리 595-62	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_58
ST-G-132	고북	양천1리_87	양천1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_87
ST-G-133	고북	양천1리_88	양천1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_88
ST-G-134	고북	양천1리_113	양천1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_113
ST-G-135	고북	양천1리_114	양천1리	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-002	유사표기 검토	양천1리_114
ST-G-136	고북	양천2리 126	양천2리	1	지점	충남 서산시 고북면 양천리 51	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-017	유사표기 검토	양천2리 126
ST-G-137	고북	양천2리 마을회관_52	양천2리 마을회관	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	양천2리 마을회관_52
ST-G-138	고북	양천2리_96	양천2리	1	지점	충남 서산시 고북면 신송리 645-2	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-017	유사표기 검토	양천2리_96
ST-G-139	고북	양천2리_97	양천2리	1	지점	충남 서산시 고북면 신송리 644-1	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-017	유사표기 검토	양천2리_97
ST-G-140	고북	양천2리경로당_45-7	양천2리경로당	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	양천2리경로당_45-7
ST-G-141	고북	양천2리종점 151-4	양천2리종점	1	지점	충남 서산시 고북면 양천리 451	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	양천2리종점 151-4
ST-G-142	고북	양천리_125	양천리	1	지점	충남 서산시 고북면 양천리 417	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	양천리_125
ST-G-143	고북	용암1리 경로당(마을회관)_75	용암1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	용암1리 경로당(마을회관)_75
ST-G-144	고북	용암1리_71	용암1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-029	유사표기 검토	용암1리_71
ST-G-145	고북	용암1리_76	용암1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-029	유사표기 검토	용암1리_76
ST-G-146	고북	용암2리 225	용암2리	1	지점	충남 서산시 고북면 용암리 708	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리 225
ST-G-147	고북	용암2리 경로당(마을회관)_129	용암2리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	용암2리 경로당(마을회관)_129
ST-G-148	고북	용암2리_1	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_1
ST-G-149	고북	용암2리_129	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_129
ST-G-150	고북	용암2리_130	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_130
ST-G-151	고북	용암2리_167	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_167
ST-G-152	고북	용암2리_168	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_168
ST-G-153	고북	용암2리_2320	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_2320
ST-G-154	고북	용암2리_2322	용암2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-005	유사표기 검토	용암2리_2322
ST-G-155	고북	용암3리 경로당(마을회관)_91	용암3리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	용암3리 경로당(마을회관)_91
ST-G-156	고북	용암리_75-70	용암리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-018	유사표기 검토	용암리_75-70
ST-G-157	고북	용암리_2420	용암리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-018	유사표기 검토	용암리_2420
ST-G-158	고북	용암리_2462	용암리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-018	유사표기 검토	용암리_2462
ST-G-159	고북	우체국앞_256	우체국앞	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-030	유사표기 검토	우체국앞_256
ST-G-160	고북	우체국앞_257	우체국앞	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-030	유사표기 검토	우체국앞_257
ST-G-161	고북	장선안_286	장선안	1	주소	장요3리회관	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	장선안_286
ST-G-162	고북	장요1리 경로당(마을회관)_5-5	장요1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	장요1리 경로당(마을회관)_5-5
ST-G-163	고북	장요1리_1	장요1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-010	유사표기 검토	장요1리_1
ST-G-164	고북	장요1리_2	장요1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-010	유사표기 검토	장요1리_2
ST-G-165	고북	장요1리_185	장요1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-010	유사표기 검토	장요1리_185
ST-G-166	고북	장요1리_186	장요1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-010	유사표기 검토	장요1리_186
ST-G-167	고북	장요1리_281	장요1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-010	유사표기 검토	장요1리_281
ST-G-168	고북	장요1리종점_47	장요1리종점	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-031	유사표기 검토	장요1리종점_47
ST-G-169	고북	장요1리종점_48	장요1리종점	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-031	유사표기 검토	장요1리종점_48
ST-G-170	고북	장요2리 경로당(마을회관)_47	장요2리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	장요2리 경로당(마을회관)_47
ST-G-171	고북	장요3리 경로당(마을회관)_68	장요3리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	장요3리 경로당(마을회관)_68
ST-G-172	고북	장요3리_249	장요3리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-032	유사표기 검토	장요3리_249
ST-G-173	고북	장요3리_250	장요3리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-032	유사표기 검토	장요3리_250
ST-G-174	고북	장요리_231	장요리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-033	유사표기 검토	장요리_231
ST-G-175	고북	장요리_232	장요리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-033	유사표기 검토	장요리_232
ST-G-176	고북	정자1리 경로당(마을회관)_196	정자1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	정자1리 경로당(마을회관)_196
ST-G-177	고북	정자1리_163	정자1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-034	유사표기 검토	정자1리_163
ST-G-178	고북	정자1리_164	정자1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-034	유사표기 검토	정자1리_164
ST-G-179	고북	정자1리회관_195	정자1리회관	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	정자1리회관_195
ST-G-180	고북	정자2리 경로당(마을회관)_79	정자2리 경로당(마을회관)	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	정자2리 경로당(마을회관)_79
ST-G-181	고북	정자2리_189	정자2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-013	유사표기 검토	정자2리_189
ST-G-182	고북	정자2리_190	정자2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-013	유사표기 검토	정자2리_190
ST-G-183	고북	정자2리_251	정자2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-013	유사표기 검토	정자2리_251
ST-G-184	고북	정자2리_252	정자2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-013	유사표기 검토	정자2리_252
ST-G-185	고북	정자리_110	정자리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-035	유사표기 검토	정자리_110
ST-G-186	고북	정자리_113	정자리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-035	유사표기 검토	정자리_113
ST-G-187	고북	초록1리 경로당(마을회관)_412	초록1리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	초록1리 경로당(마을회관)_412
ST-G-188	고북	초록1리_410	초록1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-036	유사표기 검토	초록1리_410
ST-G-189	고북	초록1리_413	초록1리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-036	유사표기 검토	초록1리_413
ST-G-190	고북	초록2리 경로당(마을회관)_41	초록2리 경로당(마을회관)	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	초록2리 경로당(마을회관)_41
ST-G-191	고북	초록2리_455	초록2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-019	유사표기 검토	초록2리_455
ST-G-192	고북	초록2리_456	초록2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-019	유사표기 검토	초록2리_456
ST-G-193	고북	초록2리_483	초록2리	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-019	유사표기 검토	초록2리_483
ST-G-194	고북	초록2리새말_484	초록2리새말	1	주소		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	초록2리새말_484
ST-G-195	고북	취생리_2	취생리	1	지점	충남 서산시 고북면 신송리 836	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	취생리_2
ST-G-196	고북	코스뱅크화장품_339	코스뱅크화장품	1	지점	충남 서산시 고북면 초록리 370	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-037	유사표기 검토	코스뱅크화장품_339
ST-G-197	고북	코스뱅크화장품_340	코스뱅크화장품	1	지점	충남 서산시 고북면 초록리 102-5	있음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	RV-G-037	유사표기 검토	코스뱅크화장품_340
ST-G-198	고북	큰말_31-1(봉생1리)	큰말(봉생1리)	1	지점		없음	행복버스(고북 정류장)	https://kko.to/3j76rSlFKa	-	원본명 기준 통합	큰말_31-1(봉생1리)
