통합ID	권역	정류장명(원본명 기준)	대표명(끝 번호 제거)	원본 항목 수	유형	주소	주소 여부	카카오맵 그룹	원본 URL	중복 검토ID	검토 상태	원본 별칭
ST-D-001	대산	간월_371	간월	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	간월_371
ST-D-002	대산	갈말종점_224	갈말종점	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	갈말종점_224
ST-D-003	대산	고창개_171	고창개	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	고창개_171
ST-D-004	대산	공군부대_1848	공군부대	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	공군부대_1848
ST-D-005	대산	공동묘지_243	공동묘지	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-018	유사표기 검토	공동묘지_243
ST-D-006	대산	공동묘지_244	공동묘지	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-018	유사표기 검토	공동묘지_244
ST-D-007	대산	광암_281	광암	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-019	유사표기 검토	광암_281
ST-D-008	대산	광암_282	광암	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-019	유사표기 검토	광암_282
ST-D-009	대산	구청운초교_450	구청운초교	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-020	유사표기 검토	구청운초교_450
ST-D-010	대산	구청운초교_451	구청운초교	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-020	유사표기 검토	구청운초교_451
ST-D-011	대산	기은1리 경로당(마을회관)_195-12	기은1리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	기은1리 경로당(마을회관)_195-12
ST-D-012	대산	기은1리_1	기은1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-005	유사표기 검토	기은1리_1
ST-D-013	대산	기은1리_152	기은1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-005	유사표기 검토	기은1리_152
ST-D-014	대산	기은1리_199	기은1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-005	유사표기 검토	기은1리_199
ST-D-015	대산	기은1리_200	기은1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-005	유사표기 검토	기은1리_200
ST-D-016	대산	기은2리_85	기은2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-006	유사표기 검토	기은2리_85
ST-D-017	대산	기은2리_88	기은2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-006	유사표기 검토	기은2리_88
ST-D-018	대산	기은2리_259	기은2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-006	유사표기 검토	기은2리_259
ST-D-019	대산	기은2리_260	기은2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-006	유사표기 검토	기은2리_260
ST-D-020	대산	기은2리회관_140	기은2리회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-021	유사표기 검토	기은2리회관_140
ST-D-021	대산	기은2리회관_141	기은2리회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-021	유사표기 검토	기은2리회관_141
ST-D-022	대산	기은고지2길 76	기은고지2길	1	지점	충남 서산시 대산읍 기은리 204-1	있음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	기은고지2길 76
ST-D-023	대산	꽃동산_594	꽃동산	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-022	유사표기 검토	꽃동산_594
ST-D-024	대산	꽃동산_595	꽃동산	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-022	유사표기 검토	꽃동산_595
ST-D-025	대산	꿈의학교_314	꿈의학교	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-023	유사표기 검토	꿈의학교_314
ST-D-026	대산	꿈의학교_314-3	꿈의학교	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-023	유사표기 검토	꿈의학교_314-3
ST-D-027	대산	답벌_231	답벌	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-024	유사표기 검토	답벌_231
ST-D-028	대산	답벌_232	답벌	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-024	유사표기 검토	답벌_232
ST-D-029	대산	대로1리 경로당(마을회관)_264	대로1리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대로1리 경로당(마을회관)_264
ST-D-030	대산	대로1리_73	대로1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-007	유사표기 검토	대로1리_73
ST-D-031	대산	대로1리_74	대로1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-007	유사표기 검토	대로1리_74
ST-D-032	대산	대로1리_125	대로1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-007	유사표기 검토	대로1리_125
ST-D-033	대산	대로1리_126	대로1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-007	유사표기 검토	대로1리_126
ST-D-034	대산	대로1리입구_183	대로1리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-025	유사표기 검토	대로1리입구_183
ST-D-035	대산	대로1리입구_184	대로1리입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-025	유사표기 검토	대로1리입구_184
ST-D-036	대산	대로2리 경로당(마을회관)_183-14	대로2리 경로당(마을회관)	1	장소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대로2리 경로당(마을회관)_183-14
ST-D-037	대산	대로2리_2259	대로2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-026	유사표기 검토	대로2리_2259
ST-D-038	대산	대로2리_2268	대로2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-026	유사표기 검토	대로2리_2268
ST-D-039	대산	대로3리 경로당(마을회관)_120	대로3리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대로3리 경로당(마을회관)_120
ST-D-040	대산	대로리_2202	대로리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-027	유사표기 검토	대로리_2202
ST-D-041	대산	대로리_2209	대로리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-027	유사표기 검토	대로리_2209
ST-D-042	대산	대산2리 경로당(마을회관)_21	대산2리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산2리 경로당(마을회관)_21
ST-D-043	대산	대산3리_85	대산3리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-008	유사표기 검토	대산3리_85
ST-D-044	대산	대산3리_86	대산3리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-008	유사표기 검토	대산3리_86
ST-D-045	대산	대산3리_141	대산3리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-008	유사표기 검토	대산3리_141
ST-D-046	대산	대산3리_142	대산3리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-008	유사표기 검토	대산3리_142
ST-D-047	대산	대산3리경로당(마을회관_91-1	대산3리경로당(마을회관	1	장소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산3리경로당(마을회관__91-1
ST-D-048	대산	대산4리 경로당(마을회관)_76	대산4리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산4리 경로당(마을회관)_76
ST-D-049	대산	대산5리 경로당(마을회관)_10	대산5리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산5리 경로당(마을회관)_10
ST-D-050	대산	대산5리_2134	대산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-028	유사표기 검토	대산5리_2134
ST-D-051	대산	대산5리_2145	대산5리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-028	유사표기 검토	대산5리_2145
ST-D-052	대산	대산6리_1903	대산6리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산6리_1903
ST-D-053	대산	대산7리 경로당(마을회관)_16	대산7리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산7리 경로당(마을회관)_16
ST-D-054	대산	대산9리(대산휴먼시아)경로당	대산9리(대산휴먼시아)경로당	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산9리(대산휴먼시아)경로당
ST-D-055	대산	대산농협_15	대산농협	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-011	유사표기 검토	대산농협_15
ST-D-056	대산	대산농협_16	대산농협	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-011	유사표기 검토	대산농협_16
ST-D-057	대산	대산농협_1999	대산농협	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-011	유사표기 검토	대산농협_1999
ST-D-058	대산	대산리_1973	대산리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산리_1973
ST-D-059	대산	대산버스터미널_8	대산버스터미널	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산버스터미널_8
ST-D-060	대산	대산빌라_791	대산빌라	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-029	유사표기 검토	대산빌라_791
ST-D-061	대산	대산빌라_792	대산빌라	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-029	유사표기 검토	대산빌라_792
ST-D-062	대산	대산사거리_35	대산사거리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산사거리_35
ST-D-063	대산	대산삼거리_1920	대산삼거리	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산삼거리_1920
ST-D-064	대산	대산정형외과_2002	대산정형외과	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산정형외과_2002
ST-D-065	대산	대산지방해양항만청_215	대산지방해양항만청	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산지방해양항만청_215
ST-D-066	대산	대산컴플렉스_109	대산컴플렉스	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-030	유사표기 검토	대산컴플렉스_109
ST-D-067	대산	대산컴플렉스_116	대산컴플렉스	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-030	유사표기 검토	대산컴플렉스_116
ST-D-068	대산	대산항_302	대산항	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-012	유사표기 검토	대산항_302
ST-D-069	대산	대산항_349	대산항	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-012	유사표기 검토	대산항_349
ST-D-070	대산	대산항_350	대산항	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-012	유사표기 검토	대산항_350
ST-D-071	대산	대산해양교통관제센터_216	대산해양교통관제센터	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산해양교통관제센터_216
ST-D-072	대산	대산홈마트_1968	대산홈마트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대산홈마트_1968
ST-D-073	대산	대오염전_649	대오염전	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-031	유사표기 검토	대오염전_649
ST-D-074	대산	대오염전_650	대오염전	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-031	유사표기 검토	대오염전_650
ST-D-075	대산	대죽1리_97	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_97
ST-D-076	대산	대죽1리_98	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_98
ST-D-077	대산	대죽1리_121	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_121
ST-D-078	대산	대죽1리_122	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_122
ST-D-079	대산	대죽1리_212	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_212
ST-D-080	대산	대죽1리_221	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_221
ST-D-081	대산	대죽1리_287	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_287
ST-D-082	대산	대죽1리_336	대죽1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-002	유사표기 검토	대죽1리_336
ST-D-083	대산	대죽1리3	대죽1리3	1	지점	충남 서산시 대산읍 대죽리 924-3	있음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대죽1리3
ST-D-084	대산	대죽1리경로당_9	대죽1리경로당	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대죽1리경로당_9
ST-D-085	대산	대죽1리마을회관_195	대죽1리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	대죽1리마을회관_195
ST-D-086	대산	덕양에너젠_44	덕양에너젠	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-032	유사표기 검토	덕양에너젠_44
ST-D-087	대산	덕양에너젠_45	덕양에너젠	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-032	유사표기 검토	덕양에너젠_45
ST-D-088	대산	도장골_29	도장골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-009	유사표기 검토	도장골_29
ST-D-089	대산	도장골_38	도장골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-009	유사표기 검토	도장골_38
ST-D-090	대산	도장골_704	도장골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-009	유사표기 검토	도장골_704
ST-D-091	대산	도장골_705	도장골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-009	유사표기 검토	도장골_705
ST-D-092	대산	독곶1리 경로당(마을회관)_61	독곶1리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	독곶1리 경로당(마을회관)_61
ST-D-093	대산	독곶1리_11	독곶1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-033	유사표기 검토	독곶1리_11
ST-D-094	대산	독곶1리_12	독곶1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-033	유사표기 검토	독곶1리_12
ST-D-095	대산	독곶2리 경로당(마을회관)_438	독곶2리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	독곶2리 경로당(마을회관)_438
ST-D-096	대산	독곶리_116	독곶리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-034	유사표기 검토	독곶리_116
ST-D-097	대산	독곶리_182-13	독곶리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-034	유사표기 검토	독곶리_182-13
ST-D-098	대산	독곶리종점_133	독곶리종점	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-035	유사표기 검토	독곶리종점_133
ST-D-099	대산	독곶리종점_134	독곶리종점	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-035	유사표기 검토	독곶리종점_134
ST-D-100	대산	독곶사거리_425	독곶사거리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-036	유사표기 검토	독곶사거리_425
ST-D-101	대산	독곶사거리_426	독곶사거리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-036	유사표기 검토	독곶사거리_426
ST-D-102	대산	동원골프연습장_358	동원골프연습장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	동원골프연습장_358
ST-D-103	대산	동원농장_439	동원농장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-037	유사표기 검토	동원농장_439
ST-D-104	대산	동원농장_440	동원농장	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-037	유사표기 검토	동원농장_440
ST-D-105	대산	롯데케미칼사택 1	롯데케미칼사택	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	롯데케미칼사택 1
ST-D-106	대산	마을회관_31	마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	마을회관_31
ST-D-107	대산	매흙골_123	매흙골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-038	유사표기 검토	매흙골_123
ST-D-108	대산	매흙골_124	매흙골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-038	유사표기 검토	매흙골_124
ST-D-109	대산	명지_17	명지	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-039	유사표기 검토	명지_17
ST-D-110	대산	명지_18	명지	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-039	유사표기 검토	명지_18
ST-D-111	대산	명지초교_23	명지초교	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-040	유사표기 검토	명지초교_23
ST-D-112	대산	명지초교_24	명지초교	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-040	유사표기 검토	명지초교_24
ST-D-113	대산	목벗_353	목벗	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-041	유사표기 검토	목벗_353
ST-D-114	대산	목벗_354	목벗	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-041	유사표기 검토	목벗_354
ST-D-115	대산	반곡교차로_2663	반곡교차로	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	반곡교차로_2663
ST-D-116	대산	방제비축기지_301	방제비축기지	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	방제비축기지_301
ST-D-117	대산	벌말종점_963	벌말종점	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	벌말종점_963
ST-D-118	대산	복덕골_281	복덕골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-042	유사표기 검토	복덕골_281
ST-D-119	대산	복덕골_282	복덕골	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-042	유사표기 검토	복덕골_282
ST-D-120	대산	복우재_337	복우재	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-043	유사표기 검토	복우재_337
ST-D-121	대산	복우재_338	복우재	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-043	유사표기 검토	복우재_338
ST-D-122	대산	삼길포_11	삼길포	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-013	유사표기 검토	삼길포_11
ST-D-123	대산	삼길포_20	삼길포	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-013	유사표기 검토	삼길포_20
ST-D-124	대산	삼길포_70	삼길포	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-013	유사표기 검토	삼길포_70
ST-D-125	대산	삼길포교차로_2848	삼길포교차로	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	삼길포교차로_2848
ST-D-126	대산	삼길포입구_12	삼길포입구	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	삼길포입구_12
ST-D-127	대산	삼길포종점_71	삼길포종점	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	삼길포종점_71
ST-D-128	대산	삼호아파트_2067	삼호아파트	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	삼호아파트_2067
ST-D-129	대산	삼호아파트.틀목_2060	삼호아파트.틀목	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	삼호아파트.틀목_2060
ST-D-130	대산	새뜰안농장앞_477	새뜰안농장앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-044	유사표기 검토	새뜰안농장앞_477
ST-D-131	대산	새뜰안농장앞_478	새뜰안농장앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-044	유사표기 검토	새뜰안농장앞_478
ST-D-132	대산	서문앞_84	서문앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	서문앞_84
ST-D-133	대산	아일랜드어린이집_109	아일랜드어린이집	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-045	유사표기 검토	아일랜드어린이집_109
ST-D-134	대산	아일랜드어린이집_110	아일랜드어린이집	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-045	유사표기 검토	아일랜드어린이집_110
ST-D-135	대산	양지편_2	양지편	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	양지편_2
ST-D-136	대산	염마니고개_762	염마니고개	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-046	유사표기 검토	염마니고개_762
ST-D-137	대산	염마니고개_763	염마니고개	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-046	유사표기 검토	염마니고개_763
ST-D-138	대산	영전교회앞_195	영전교회앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-047	유사표기 검토	영전교회앞_195
ST-D-139	대산	영전교회앞_196	영전교회앞	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-047	유사표기 검토	영전교회앞_196
ST-D-140	대산	영탑1리_1673	영탑1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-014	유사표기 검토	영탑1리_1673
ST-D-141	대산	영탑1리_1676	영탑1리	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-014	유사표기 검토	영탑1리_1676
ST-D-142	대산	영탑1리_1754	영탑1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-014	유사표기 검토	영탑1리_1754
ST-D-143	대산	영탑1리마을회관_161	영탑1리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-048	유사표기 검토	영탑1리마을회관_161
ST-D-144	대산	영탑1리마을회관_162	영탑1리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-048	유사표기 검토	영탑1리마을회관_162
ST-D-145	대산	영탑2리 경로당(마을회관)_127	영탑2리 경로당(마을회관)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	영탑2리 경로당(마을회관)_127
ST-D-146	대산	영탑리_3	영탑리	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-003	유사표기 검토	영탑리_3
ST-D-147	대산	영탑리_4	영탑리	1	지점		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-003	유사표기 검토	영탑리_4
ST-D-148	대산	영탑리_511-3	영탑리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-003	유사표기 검토	영탑리_511-3
ST-D-149	대산	영탑리_1814	영탑리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-003	유사표기 검토	영탑리_1814
ST-D-150	대산	영탑리_1817	영탑리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-003	유사표기 검토	영탑리_1817
ST-D-151	대산	영탑리(꿈의궁전앞)_1749	영탑리(꿈의궁전앞)	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	영탑리(꿈의궁전앞)_1749
ST-D-152	대산	오일뱅크사택_17	오일뱅크사택	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-049	유사표기 검토	오일뱅크사택_17
ST-D-153	대산	오일뱅크사택_20	오일뱅크사택	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-049	유사표기 검토	오일뱅크사택_20
ST-D-154	대산	오지1리_730	오지1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-015	유사표기 검토	오지1리_730
ST-D-155	대산	오지1리_731	오지1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-015	유사표기 검토	오지1리_731
ST-D-156	대산	오지1리_820	오지1리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-015	유사표기 검토	오지1리_820
ST-D-157	대산	오지1리마을회관_19	오지1리마을회관	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	오지1리마을회관_19
ST-D-158	대산	오지2리 경로당_4	오지2리 경로당	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	-	원본명 기준 통합	오지2리 경로당_4
ST-D-159	대산	오지2리_409	오지2리	1	주소		없음	행복버스(대산 정류장)	https://kko.to/W3JuXfEktk	RV-D-050	유사표기 검토	오지2리_409
